link,news,tagline,,,,
https://tribune.com.pk/story/2027123/1-three-security-personnel-martyred-north-waziristan-checkpost-attack/,Militants opened fire at a security check post in Razmak area,Three security personnel martyred in North Waziristan attack,,,,2
https://tribune.com.pk/story/2026811/6-cut-number-scholarships/,Scholarships help students with small means to pursue further studies,Cut in number of scholarships,,,,1
https://tribune.com.pk/story/2026991/1-rwmc-planning-post-eid-clean/,"RWMC will deploy around 3,000 sanitary workers to clean up the city after Eid slaughter",RWMC planning post-Eid clean-upÂ,,,,1
https://tribune.com.pk/story/2026988/1-parliament-lodges-extension-asserted/,Deputy speaker directs the CDA to take proper measures for the cleanliness and security of the Parliament Lodges,Parliament Lodges extension asserted Â,,,,1
https://tribune.com.pk/story/2026986/1-health-concerns-cattle-markets/,People fear Crimean-Congo Hemorrhagic Fever spreading,Health concerns at cattle marketsÂ Â,,,,2
https://tribune.com.pk/story/2026962/1-mqm-p-concerned-rise-crime/,The committee says that criminal elements had killed three citizens in firing a day earlier,MQM-P concerned over rise in crime,,,,2
https://tribune.com.pk/story/2026957/1-sanofi-aventis-akuh-sign-mou/,The initiative intends to lower the financial burden on patients and would allow access to Sanofis oncology product,"Sanofi-Aventis, AKUH sign MoU",,,,1
https://tribune.com.pk/story/2026954/1-sc-tells-nab-not-indulge-illegal-actions/,Builder alleges NAB giving threats on phone without issuing call-up notice,SC tells NAB not to indulge in illegal actions,,,,2
https://tribune.com.pk/story/2026949/1-much-needed-facility-long-last-sindh-gets-forensic-lab/,All preparatory work has been completed and all that remains for the provincial government is to inaugurate it,"Much-needed facility: At long last, Sindh gets own forensic lab",,,,1
https://tribune.com.pk/story/2026936/1-electrocution-incidents-authorities-question-kes-performance/,"SHC summons chairperson, NEPRA initiates investigation",Electrocution incidents: Authorities question KEs performance,,,,0
https://tribune.com.pk/story/2027007/1-gujranwala-judge-summons-bizenjo-aug-8/,Advocate Bhinder files petition against senator for giving remarks against ISI chief,Gujranwala judge summons Bizenjo on Aug 8,,,,2
https://tribune.com.pk/story/2026935/1-us-seeks-pak-afghan-guarantees-no-cross-border-threats/,Khalilzad says such assurances will allow for increased regional economic integration,"US seeks Pak, Afghan guarantees of no cross border threats",,,,1
https://tribune.com.pk/story/2026925/1-govt-forms-panel-benami-assets/,The Benami Information Processing Committee will function on the pattern of a joint investigating team,Govt forms panel on benami assets,,,,1
https://tribune.com.pk/story/2026908/1-india-sets-conditions-access-jadhav/,Pakistan officially offered consular access to the Indian spy on Thursday,India seeks consular access to spy Jadhav on own terms,,,,3
https://tribune.com.pk/story/2026900/1-proof-telegraphic-transactions-maryam-sent-nab/,PMs aide says PML-N leader received Rs67 million from Hill Metals Establishment,Proof of telegraphic transactions to Maryam sent to NAB,,,,0
https://tribune.com.pk/story/2026775/1-pakistan-go-support-peace-efforts-afghanistan-coas-tells-khalilzad/,US special envoy discusses Afghan reconciliation with COAS,"Pakistan would go all-out to support peace efforts in Afghanistan, COAS tells Khalilzad",,,,1
https://tribune.com.pk/story/2026774/1-another-man-held-indecent-exposure-sexual-harassment-lahore/,Video of culprit committing obscene act goes viral on social media,"Another man held for indecent exposure, sexual harassment in Lahore",,,,0
https://tribune.com.pk/story/2026769/1-cross-border-love-tying-knot-indian-girl-dubai-confirms-hassan-ali/,Says all photographs of his would-be wife circulating on social media are fake,"Cross-border love: Tying the knot with Indian girl in Dubai, confirms Hassan Ali",,,,0
https://tribune.com.pk/story/2026742/1-no-confidence-vote-ppp-pml-n-form-committees-expose-defectors/,"Opposition parties, despite having majority, failed to deseat Senate chairman Sadiq Sanjrani","PPP, PML-N to probe senate vote switch",,,,0
https://tribune.com.pk/story/2026752/1-ruet-e-hilal-committee-meets-sight-zilhaj-crescent-today/,"Government has already announced four-day holiday beginning from Monday, August 12",Eidul Azha on August 12 as Zilhaj moon sighted,,,,0
https://tribune.com.pk/story/2026563/1-pakistan-165000-hivaids-patients-less-15-registered/,"Health ministry reply in NA says 24,331 registered patients in Pakistan; highest number in Punjab at 12,202","Pakistan has 165,000 HIV/AIDS patients, less than 15% registered'",,,,2
https://tribune.com.pk/story/2026638/1-74-train-accidents-occurred-previous-11-months-says-railway-minister/,Accidents took place between August 2018 to June 2019,74 train accidents occurred over previous 11 months: railways ministry,,,,2
https://tribune.com.pk/story/2026540/1-four-arrested-blackmailing-girls-whatsapp/,"Accused were blackmailing the girls by using videos and other material, says FIA",Four arrested for blackmailing girls over WhatsApp,,,,2
https://tribune.com.pk/story/2026462/1-saudi-arabia-allows-women-travel-without-male-guardian-approval/,The reform erodes longstanding guardianship system of men exercising arbitrary authority over women,Saudi Arabia allows women to travel without male 'guardian' approval,,,,1
https://tribune.com.pk/story/2026447/1-kashmir-bilateral-issue-india-rejects-new-mediation-offer-us/,Trump reiterates Kashmir mediation offer,"PMs Modi, Imran capable enough to resolve issues: Trump",,,,1
https://tribune.com.pk/story/2026466/1-like-plastic-pakistans-toxic-love-affair-waste/,WWF estimates that an average person ingests up to five grams of plastic a week,I like plastic': Pakistan's toxic 'love affair' with waste,,,,2
https://tribune.com.pk/story/2026196/1-suspects-offloaded-plane/,Both suspects were members of the Sharif family,Suspects offloaded from plane Â,,,,2
https://tribune.com.pk/story/2026198/1-six-development-projects-approved/,Schemes approved at an estimated cost of Rs14.1 billion,Six development projects approvedÂ,,,,1
https://tribune.com.pk/story/2026200/1-four-killed-road-accident/,Police said the driver of a passenger coach lost control over the vehicle due to speed and hit a motorcycle,Four killed in road accidentÂ,,,,2
https://tribune.com.pk/story/2026202/1-mda-launch-new-projects/,Projects worth Rs1 billion will be spent in the current year,MDA to launch new projectsÂ,,,,1
https://tribune.com.pk/story/2026192/1-sugar-mills-case-adjourned-till-aug-9/,Hamza Shehbaz says NAB should prove allegations against him,Sugar mills case adjourned till Aug 9Â Â,,,,0
https://tribune.com.pk/story/2026193/1-billion-tree-plantation-walk-held/,PTI Punjab president said the entire nation should cooperate to make the Clean and Green campaign successful,Billion tree plantation walk held Â Â,,,,1
https://tribune.com.pk/story/2026129/6-the-road-ahead/,A good beginning has been made by the PMs visit to reset relations with the US,The road ahead,,,,1
https://tribune.com.pk/story/2026301/1-rift-pti-officials-bureaucrats-widens/,"Bureaucracys lack of cooperation, failure to listen to PTIs parliamentarians has created hurdles in moving...",Rift between PTI officials and bureaucrats widens,,,,2
https://tribune.com.pk/story/2026312/1-bizenjos-remarks-isi-chief-unfounded-ispr-dg/,Says bringing democratic process into disrepute for petty political gains doesnt serve democracy,Bizenjos remarks about ISI chief unfounded: ISPR DG,,,,2
https://tribune.com.pk/story/2026228/1-na-session-marred-chaos-yet/,Opposition demands withdrawal of petrol price hike,NA session marred by chaos yet again,,,,2
https://tribune.com.pk/story/2026219/1-pia-recruitment-case-adjourned-till-august-29/,"Accused includes PML-N leader Sardar Mehtab Khan Abbasi, former aviation secretary Irfan Elahi",PIA recruitment case adjourned till August 29,,,,0
https://tribune.com.pk/story/2026220/1-qureshi-calls-grave-efforts-address-fatf-concerns/,Says India wants Pakistan to be put on dark list if not on black list,Qureshi calls for grave efforts to address FATF concerns,,,,2
https://tribune.com.pk/story/2026208/1-talpur-granted-transit-remand-till-aug-7/,Accused also withdrew application seeking extension in her physical remand,Talpur granted transit remand till Aug 7,,,,0
https://tribune.com.pk/story/2026111/1-qureshi-says-pakistan-will-continue-play-supportive-role-afghan-peace-process/,Trump's point person for Afghanistan briefed on recent measures during Islamabad stopover,"Pakistan pushes Taliban for 'permanent ceasefire, intra-Afghan dialogue'",,,,0
https://tribune.com.pk/story/2026066/1-opposition-not-spare-party-members-voted-sanjranis-ouster/,Bilawal Bhutto calls for Sanjrani to step down on moral grounds after 50 votes cast against him,Opposition not to spare party members who voted against Sanjrani's ouster,,,,4
https://tribune.com.pk/story/2026089/1-fazl-used-opposition-parties-vested-political-interests/,Leader of House in Senate Shibli Faraz says victory margin would've been huge had horse-trading taken place,Fazl used opposition parties for his vested political interests',,,,4
https://tribune.com.pk/story/2026057/1-vawda-says-already-predicted-sanjranis-win/,Minister says no face saving left for opposition parties after another failure,Vawda says he had already predicted Sanjrani's win,,,,0
https://tribune.com.pk/story/2026043/1-turncoats-named-shamed-says-maryam-senate-defeat/,Sanjrani survives no-confidence vote in shock victory,"Turncoats should be 'named and shamed', says Maryam after Senate defeat",,,,0
https://tribune.com.pk/story/2025992/1-propaganda-opposition-failed/,"A total of 100 senators cast their vote, 50 were in favour of the resolution","Opposition's propaganda has failed, says Awan",,,,1
https://tribune.com.pk/story/2025978/1-pm-chairs-civil-military-huddle-review-outcome-us-visit/,Imran acknowledged President Donald Trump's vision for achieving peace in the region,PM chairs civil-military huddle to review outcome of US visit,,,,1
https://tribune.com.pk/story/2025924/4-woodstock-50-officially-called-off/,Stars such as Jay-Z and Miley Cyrus opted out of the festival which was mired in financial issues,Woodstock 50 officially called off,,,,0
https://tribune.com.pk/story/2025941/1-pakistan-grant-consular-access-indian-spy-kulbhushan-friday-fo/,FO spokesperson says reply from Indian side awaited,Pakistan officially offers India consular access to Jadhav,,,,0
https://tribune.com.pk/story/2025740/1-ecp-announces-winners-k-p-tribal-districts-elections/,Result of PK-115 (Ex-Frontier Regions) withheld owing to legal dispute in Peshawar High Court,ECP announces winners of K-P tribal districts elections,,,,0
https://tribune.com.pk/story/2025809/1-ecp-reserves-decision-plea-challenging-maryams-appointment-pml-n-vp/,ECP to announce its decision on August 27,Verdict reserved in plea against Maryam holding party post,,,,0
https://tribune.com.pk/story/2025815/1-global-media-watchdog-calls-pm-recognise-decline-state-press-freedom/,"In a letter, RSF urges Imran Khan to let journalists exercise their profession in complete safety and independence",Global media watchdog calls on PM to recognise decline in state of press freedom,,,,1
https://tribune.com.pk/story/2025747/1-court-extends-shahid-khaqan-abbasis-physical-remand-14-days/,During the hearing judge asked former prime minister to choose counsel who would defend him in the case,Abbasi's physical remand extended by 14 days,,,,0
https://tribune.com.pk/story/2025745/1-counting-of-votes-underway-in-senate-sanjranis-fate-uncertain/,Oppositions no-confidence motion fails falling three votes short of the required simple majority of 53,Joint opposition fails to unseat Sanjrani,,,,2
